File Creation Date,2025-03-13
Sampling Location,Near south discharge (T-2)

Sea surface to a depth of 0.5 m,,,,,,
,Cs-134,,Cs-137,,H-3,
Date and time of Sampling,Dt,ND,Dt,ND,Dt,ND
2024/3/19 7:25,,0.0013,0.075,,,0.33
2024/3/16 6:45,,0.81,,0.64,-,-
2024/3/15 7:13,,0.64,,0.62,-,-
2024/3/14 7:16,,0.65,,0.66,,0.30
2024/3/13 7:08,,0.80,,0.78,-,-
2024/3/12 7:10,,0.80,,0.73,-,-
2024/3/11 7:40,,0.0011,0.057,,0.31,
2024/3/10 7:25,,0.61,,0.70,-,-
2024/3/9 8:15,,0.69,,0.72,-,-
2024/3/8 7:05,,0.66,,0.62,-,-
2024/3/7 7:16,,0.68,,0.74,-,-
2024/3/6 7:35,,0.81,,0.66,-,-
2024/3/5 6:48,,0.93,,0.69,-,-
2024/3/4 8:11,0.0028,,0.18,,0.33,
2024/3/3 6:30,,0.88,,0.71,-,-
2024/3/2 6:40,,0.75,,0.63,-,-
2024/3/1 7:10,,0.88,,0.65,,0.33
2024/2/29 7:00,,0.84,,0.61,-,-
2024/2/26 7:17,,0.0012,0.034,,,0.33
2024/2/25 6:56,,0.55,,0.70,-,-
2024/2/24 7:35,,0.78,,0.61,-,-
2024/2/23 7:10,,0.74,,0.79,-,-
2024/2/22 7:05,,0.80,,0.71,-,-
2024/2/21 7:00,,0.71,,0.51,-,-
2024/2/20 6:46,,0.61,,0.79,-,-
2024/2/19 8:00,,0.0012,0.034,,,0.31
2024/2/18 7:00,,0.65,,0.66,-,-
2024/2/17 7:00,,0.75,,0.81,-,-
2024/2/16 7:08,,0.66,,0.75,-,-
2024/2/15 7:13,,0.85,,0.61,-,-
2024/2/14 7:10,,0.80,,0.72,-,-
2024/2/13 7:05,,0.72,,0.69,-,-
2024/2/12 7:50,,0.0011,0.025,,,0.074
2024/2/11 6:36,,0.75,,0.63,-,-
2024/2/10 7:07,,0.65,,0.69,-,-
2024/2/9 7:15,,0.62,,0.63,-,-
2024/2/8 7:15,,0.55,,0.64,-,-
2024/2/7 7:08,,0.84,,0.59,-,-
2024/2/6 8:00,,0.80,,0.63,-,-
2024/2/5 7:00,,0.0013,0.058,,,0.33
2024/2/4 6:47,,0.75,,0.61,-,-
2024/2/3 6:48,,0.91,,0.87,-,-
2024/2/2 7:10,,0.75,,0.84,-,-
2024/2/1 7:15,,0.80,,0.84,-,-
2024/1/31 7:13,,0.72,,0.69,-,-
2024/1/30 7:10,,0.61,,0.70,-,-
2024/1/29 8:20,,0.0012,0.055,,,0.35
2024/1/28 6:10,,0.83,,0.72,-,-
2024/1/27 7:12,,0.74,,0.55,-,-
2024/1/26 7:05,,0.75,,0.88,-,-
2024/1/25 6:45,,0.80,,0.65,-,-
2024/1/24 7:16,0.0014,,0.094,,,0.37
2024/1/23 6:53,,0.69,,0.87,,0.36
2024/1/21 6:32,,0.55,,0.83,-,-
2024/1/20 7:00,,0.75,,0.95,-,-
2024/1/19 7:35,,0.81,,0.55,-,-
2024/1/18 7:15,,0.65,,0.76,-,-
2024/1/17 7:00,,0.69,,0.72,-,-
2024/1/16 7:03,,0.80,,0.72,-,-
2024/1/15 7:40,,0.0012,0.017,,,0.37
2024/1/14 6:43,,0.75,,0.67,,0.36
2024/1/13 6:35,,0.84,,0.70,-,-
2024/1/12 7:05,,0.65,,0.59,-,-
2024/1/11 7:02,,0.69,,0.85,-,-
2024/1/10 6:53,,0.61,,0.51,-,-
2024/1/9 7:00,,0.80,,0.73,-,-
2024/1/8 6:40,,0.0012,0.046,,,0.083
2024/1/7 6:20,,0.74,,0.84,,0.33
2024/1/6 6:38,,0.53,,0.65,-,-
2024/1/5 6:40,,0.98,0.68,,-,-
2024/1/4 6:30,,0.75,,0.68,-,-
2024/1/3 7:50,,0.0012,0.037,,,0.33
2024/1/2 6:34,,0.75,,0.65,-,-
2024/1/1 8:15,,0.82,,0.97,-,-
2023/12/31 6:37,,0.69,,0.67,-,-
2023/12/30 6:38,,0.70,,0.65,-,-
2023/12/29 6:28,,0.77,,0.75,,0.30
2023/12/28 6:40,,0.80,,0.51,-,-
2023/12/27 7:15,,0.62,,0.73,-,-
2023/12/26 6:45,,0.62,,0.52,-,-
2023/12/25 7:09,,0.0012,0.0088,,,0.33
2023/12/24 6:20,,0.88,,0.79,-,-
2023/12/23 6:40,,0.62,,0.54,-,-
2023/12/22 7:25,,0.80,,0.66,,0.37
2023/12/21 6:50,,0.62,,0.69,-,-
2023/12/20 6:46,,0.75,,0.78,-,-
2023/12/19 6:53,,0.64,,0.81,-,-
2023/12/18 7:25,,0.0012,0.024,,,0.36
2023/12/17 7:10,,0.76,,0.55,-,-
2023/12/16 7:00,,0.62,,0.57,-,-
2023/12/15 7:00,,0.62,,0.68,-,-
2023/12/14 6:34,,0.67,,0.76,-,-
2023/12/13 7:12,,0.75,,0.52,-,-
2023/12/12 7:17,,0.83,,0.51,-,-
2023/12/11 6:50,,0.0012,0.021,,0.12,
2023/12/10 6:20,,0.69,,0.63,-,-
2023/12/9 6:52,,0.53,,0.68,-,-
2023/12/8 7:09,,0.75,,0.88,-,-
2023/12/7 7:00,,0.69,,0.75,-,-
2023/12/6 7:10,,0.89,,0.76,-,-
2023/12/5 7:03,,0.93,,0.67,,0.25
2023/12/4 7:40,,0.0011,0.040,,,0.31
2023/12/3 6:55,,0.62,,0.63,-,-
2023/12/2 7:00,,0.84,,0.58,-,-
2023/12/1 7:17,,0.80,,0.63,-,-
2023/11/30 6:56,,0.63,,0.88,-,-
2023/11/29 7:00,,0.63,,0.71,-,-
2023/11/28 6:57,,0.75,,0.72,,0.34
2023/11/27 7:50,,0.0011,0.026,,,0.34
2023/11/26 6:27,,0.97,,0.54,-,-
2023/11/25 6:45,,0.75,,0.70,-,-
2023/11/24 6:45,,0.84,,0.76,-,-
2023/11/23 6:40,,0.62,,0.51,-,-
2023/11/22 6:45,,0.85,,0.72,-,-
2023/11/21 6:56,,0.61,,0.61,-,-
2023/11/20 7:20,,0.0012,0.043,,0.60,
2023/11/19 6:50,,0.69,,0.92,-,-
2023/11/18 7:10,,0.98,,0.80,-,-
2023/11/17 7:00,,0.69,,0.56,-,-
2023/11/16 7:00,,0.92,,0.81,-,-
2023/11/15 7:10,,0.83,,0.75,-,-
2023/11/14 6:47,,0.69,,0.85,-,-
2023/11/13 7:20,,0.0011,0.060,,0.25,
2023/11/12 6:27,,0.70,,0.70,-,-
2023/11/11 6:52,,0.84,,0.59,-,-
2023/11/10 7:41,,0.63,,0.54,-,-
2023/11/9 7:02,,0.66,,0.67,-,-
2023/11/8 7:30,,0.78,,0.59,,0.32
2023/11/7 7:00,,0.73,,0.72,-,-
2023/11/6 8:00,,0.0011,0.040,,0.38,
2023/11/5 6:55,,0.57,,0.60,-,-
2023/11/4 7:07,,0.80,,0.61,-,-
2023/11/3 6:45,,0.69,,0.61,-,-
2023/11/2 14:08,,0.75,,0.78,0.36,
2023/11/1 7:10,,0.0012,0.042,,,0.33
2023/10/31 7:05,,0.63,,0.63,-,-
2023/10/30 8:30,,0.84,,0.70,-,-
2023/10/29 7:00,,0.75,,0.58,-,-
2023/10/28 7:06,,0.72,,0.59,-,-
2023/10/27 6:45,,0.75,,0.72,-,-
2023/10/26 7:00,,0.72,,0.59,-,-
2023/10/25 6:50,,0.80,,0.84,0.83,
2023/10/24 6:54,,0.89,,0.81,-,-
2023/10/23 8:20,,0.0012,0.043,,0.80,
2023/10/22 6:50,,0.62,,0.63,-,-
2023/10/21 7:00,,0.80,,0.57,-,-
2023/10/20 7:00,,0.80,,0.68,-,-
2023/10/19 6:50,,0.84,,0.69,-,-
2023/10/18 6:55,,0.89,,0.69,1.7,
2023/10/17 7:07,,0.75,,0.81,-,-
2023/10/16 9:14,0.0018,,0.11,,0.66,
2023/10/15 6:35,,0.84,,0.75,-,-
2023/10/14 7:00,,0.62,,0.69,-,-
2023/10/13 6:48,,0.73,,0.70,-,-
2023/10/12 7:00,,0.74,,0.84,-,-
2023/10/11 7:03,,0.79,,0.85,0.94,
2023/10/10 7:27,,0.73,,0.78,-,-
2023/10/9 8:20,,0.0012,0.039,,0.77,
2023/10/8 6:41,,0.73,,0.70,-,-
2023/10/7 6:40,,0.65,,0.74,-,-
2023/10/6 6:50,,0.73,,0.81,-,-
2023/10/5 14:07,,0.66,,0.74,,0.31
2023/10/4 6:55,,0.92,,0.83,-,-
2023/10/3 7:03,,0.55,,0.83,-,-
2023/10/2 8:20,,0.0012,0.030,,,0.33
2023/10/1 6:40,,0.85,,0.74,-,-
2023/9/30 6:42,,0.74,,0.65,-,-
2023/9/29 6:46,,0.85,,0.70,-,-
2023/9/28 7:05,,0.71,,0.78,-,-
2023/9/27 7:07,,0.96,,0.85,,0.33
2023/9/26 7:00,,0.65,,0.78,-,-
2023/9/25 8:40,,0.0012,0.031,,,0.31
2023/9/24 6:37,,0.62,,0.60,-,-
2023/9/23 6:45,,0.69,,0.61,-,-
2023/9/22 7:00,,0.92,,0.88,,0.35
2023/9/21 6:45,,0.79,,0.77,-,-
2023/9/20 6:36,,0.83,,0.70,-,-
2023/9/19 7:35,,0.62,,0.60,-,-
2023/9/18 8:16,,0.0011,0.029,,,0.31
2023/9/17 6:40,,0.71,,0.74,-,-
2023/9/16 7:00,,0.74,,0.72,-,-
2023/9/15 7:07,,0.80,,0.87,-,-
