File Creation Date,2025-12-05
Sampling Location,3km offshore of Ukedo River (T-D1)

Sea surface to a depth of 0.5 m,,,,,,,2 to 3 m above seabed,,,,
,Cs-134,,Cs-137,,H-3,,,Cs-134,,Cs-137,
Date and time of Sampling,Dt,ND,Dt,ND,Dt,ND,Date and time of Sampling,Dt,ND,Dt,ND
2023/8/21 8:02,,0.0012,0.0044,,0.098,,2023/6/22 8:08,,0.0012,0.0032,
2023/7/18 7:51,,0.0010,0.0019,,,0.36,2023/6/12 7:52,,0.0013,0.0039,
2023/7/10 7:57,,0.0012,0.0026,,,0.087,2023/6/6 8:04,,0.0011,0.0046,
2023/7/3 8:11,,0.0011,0.0030,,,0.37,2023/5/22 8:02,,0.0013,0.0036,
2023/6/28 8:22,,0.0011,0.0075,,,0.37,2023/5/1 8:00,,0.0013,0.0059,
2023/6/22 8:08,,0.0011,0.0030,,,0.080,2023/4/18 7:49,,0.0011,0.0038,
2023/6/12 7:52,,0.0011,0.0024,,,0.35,2023/4/10 7:47,,0.0011,0.0038,
2023/6/6 8:04,,0.0012,0.0039,,,0.35,2023/4/5 7:45,,0.0013,0.0099,
2023/5/22 8:02,,0.0012,0.0062,,,0.36,2023/3/30 8:32,,0.0011,0.0028,
2023/5/1 8:00,,0.0013,0.0044,,,0.35,2023/3/22 7:51,,0.0011,0.0049,
2023/4/18 7:49,,0.0012,0.0023,,,0.34,2023/3/15 8:10,,0.00099,0.0040,
2023/4/10 7:47,,0.0011,0.0040,,,0.34,2023/3/6 7:55,,0.0011,0.0034,
2023/4/5 7:45,,0.0011,0.0031,,,0.34,2023/3/1 8:07,,0.0012,0.0042,
2023/3/30 8:32,,0.0011,0.0031,,,0.35,2023/2/23 8:23,,0.0012,0.0040,
2023/3/22 7:51,,0.0013,0.0084,,,0.35,2023/2/6 8:15,,0.0013,0.0034,
2023/3/15 8:10,,0.0013,0.0035,,,0.34,2023/2/3 9:37,,0.0011,0.0040,
2023/3/6 7:55,,0.0012,0.0025,,,0.36,2023/1/27 8:01,,0.0012,0.0049,
2023/3/1 8:07,,0.0013,0.0029,,,0.35,2023/1/5 8:22,,0.0013,0.0018,
2023/2/23 8:23,,0.0012,0.0031,,,0.36,2022/12/20 8:08,,0.0012,0.0052,
2023/2/6 8:15,,0.0011,0.0034,,,0.35,2022/12/17 8:10,,0.0014,0.0031,
2023/2/3 9:37,,0.0011,0.0037,,,0.36,2022/12/10 7:54,,0.0014,0.0034,
2023/1/27 8:01,,0.0012,0.0040,,,0.36,2022/11/15 8:24,,0.0012,0.0050,
